"intervalo_10min","Tª","Humedad","PM1.0","PM2.5","PM10.0","VOC","CH2O","CO2","CO","O3","NO2","Hora","Minuto","Segundo","modid","fecha"
2024-04-20 05:10:00,4.825,77.8,18.6,23.6,25.65,0,0.01995,476.55,0.5,0.02,10,5,14.5,15,3,2024-04-20
2024-04-20 05:20:00,4.695,77.85,18.9,23.9,25.95,0,0.02025,478.65,0.5,0.02,10,5,24.5,15,3,2024-04-20
2024-04-20 05:30:00,4.675,78,18.6,23.6,25.6,0,0.021,476.7,0.5,0.02,10,5,34.5,15,3,2024-04-20
2024-04-20 05:40:00,4.685,78,17.5,22.35,24.4,0,0.021,481.15,0.5,0.02,10,5,44.5,15,3,2024-04-20
2024-04-20 05:50:00,4.57,78,17.8,22.8,24.8,0,0.0198,482.6,0.5,0.02,10,5,54.5,15,3,2024-04-20
2024-04-20 06:00:00,4.445,78,17.05,21.45,23.75,0,0.0189,474.4,0.5,0.02,10,6,4.5,15,3,2024-04-20
2024-04-20 06:10:00,4.34,78,16.85,20.25,22.95,0,0.0198,472.6,0.5,0.02,10,6,14.5,15,3,2024-04-20
2024-04-20 06:20:00,4.345,78.6,17.6,22.4,24.5,0,0.0197,474.4,0.5,0.02,10,6,24.5,15,3,2024-04-20
2024-04-20 06:30:00,4.405,78.1,17.7,22.7,24.75,0,0.0183,478.4,0.5,0.02,10,6,34.5,15,3,2024-04-20
2024-04-20 06:40:00,4.465,77.85,17.7,22.5,24.6,0,0.018,483.3,0.5,0.02,10,6,44.5,15,3,2024-04-20
2024-04-20 06:50:00,4.675,77.2,18.1,23,25,0.2,0.0188,486.35,0.5,0.02,10,6,54.5,15,3,2024-04-20
2024-04-20 07:00:00,5.58,75.6,18,22.95,24.95,2.45,0.0198,472,0.5,0.02,10,7,4.5,15,3,2024-04-20
2024-04-20 07:10:00,7.33,71.15,28.2,34.7,38.7,2.65,0.0193,454.1,0.5,0.02,10,7,14.5,15,3,2024-04-20
2024-04-20 07:20:00,9.185,66.6,31.9,39.4,43.95,3,0.02165,450.6,0.5,0.02,10,7,24.5,15,3,2024-04-20
2024-04-20 07:30:00,11.25,62.7,23.9,29.5,32.55,3,0.0198,443.8,0.5,0.02,10,7,34.5,15,3,2024-04-20
2024-04-20 07:40:00,12.79,59.35,19.9,24.65,26.95,3,0.02245,423.5,0.5,0.02,10,7,44.5,15,3,2024-04-20
2024-04-20 07:50:00,13.525,59,25.4,31.5,35,3,0.0282,424.1,0.5,0.02,10,7,54.5,15,3,2024-04-20
2024-04-20 08:00:00,14.615,58.35,21,25.7,28,1.1,0.0187,410.65,0.5,0.02,10,8,4.5,15,3,2024-04-20
2024-04-20 08:10:00,15.325,58.6,16.85,20.75,23.2,0,0.0185,408,0.5,0.0205,10,8,14.5,15,3,2024-04-20
2024-04-20 08:20:00,15.715,60.15,12.5,16.05,17.2,0,0.02105,407.55,0.5,0.02,10,8,24.5,15,3,2024-04-20
2024-04-20 08:30:00,15.595,61,11.1,15.05,16.05,0,0.0205,409.05,0.5,0.02,10,8,34.5,15,3,2024-04-20
2024-04-20 08:40:00,15.805,60.3,11.8,15.5,16.5,0,0.0175,408.6,0.5,0.02,10,8,44.5,15,3,2024-04-20
2024-04-20 08:50:00,16.09,60.2,11.4,14.85,15.9,0,0.0178,407.35,0.5,0.02,10,8,54.5,15,3,2024-04-20
2024-04-20 09:00:00,16.08,60.05,11,14.5,15.5,0,0.0179,408.5,0.5,0.02,10,9,4.5,15,3,2024-04-20
2024-04-20 09:10:00,16.165,60.05,11,14.45,15.45,0,0.0179,411.35,0.5,0.02,10,9,14.5,15,3,2024-04-20
2024-04-20 09:20:00,16.71,59,11.55,15.3,16.3,0,0.017,411.55,0.5,0.0215,10,9,24.5,15,3,2024-04-20
2024-04-20 09:30:00,16.995,58.1,11.6,15.35,16.35,0,0.01715,412.3,0.5,0.0235,10,9,34.5,15,3,2024-04-20
2024-04-20 09:40:00,17.075,58,11.35,15.2,16.2,0,0.0179,412.25,0.5,0.0235,10,9,44.5,15,3,2024-04-20
2024-04-20 09:50:00,16.85,58.4,11.5,15.4,16.4,0,0.01795,417.95,0.5,0.025,10,9,54.5,15,3,2024-04-20
2024-04-20 10:00:00,16.715,58.15,11.9,15.75,16.75,0,0.0181,420.75,0.5,0.025,10,10,4.5,15,3,2024-04-20
2024-04-20 10:10:00,16.53,58.85,11.25,14.7,15.75,0,0.0192,421.95,0.5,0.022,10,10,14.5,15,3,2024-04-20
2024-04-20 10:20:00,16.535,58.65,11.05,14.6,15.65,0,0.01785,422.75,0.5,0.022,10,10,24.5,15,3,2024-04-20
2024-04-20 10:30:00,16.43,59.05,11,14.35,15.35,0,0.0199,426.2,0.5,0.0255,10,10,34.5,15,3,2024-04-20
2024-04-20 10:40:00,16.325,59.5,11.15,14.9,15.9,0,0.0193,426,0.5,0.022,10,10,44.5,15,3,2024-04-20
2024-04-20 10:50:00,16.165,59.9,11.1,14.75,15.75,0,0.0193,426.45,0.5,0.021,10,10,54.5,15,3,2024-04-20
2024-04-20 11:00:00,16.25,60,11.15,14.9,15.9,0,0.0184,430.25,0.5,0.02,10,11,4.5,15,3,2024-04-20
2024-04-20 11:10:00,16.48,60,10.8,14.3,15.45,0,0.018,428.4,0.5,0.02,10,11,14.5,15,3,2024-04-20
2024-04-20 11:20:00,16.87,59.4,11.4,15.1,16.1,0,0.01775,428,0.5,0.0235,10,11,24.5,15,3,2024-04-20
2024-04-20 11:30:00,17.005,59,11.2,15,16,0,0.01795,429.05,0.5,0.0235,10,11,34.5,15,3,2024-04-20
2024-04-20 11:40:00,17.005,58.15,11,14.2,15.2,0,0.01705,424.65,0.5,0.0235,10,11,44.5,15,3,2024-04-20
2024-04-20 11:50:00,17.07,59,11.4,15.25,16.25,0,0.02035,427.3,0.5,0.029,10,11,54.5,15,3,2024-04-20
2024-04-20 12:00:00,16.895,60.05,12.7,16.2,17.2,0,0.02215,431.3,0.5,0.0305,10,12,4.5,15,3,2024-04-20
2024-04-20 12:10:00,17.04,60.15,12.6,16.2,17.2,0,0.01965,433.9,0.5,0.0235,10,12,14.5,15,3,2024-04-20
2024-04-20 12:20:00,17.465,59.8,11.5,15.25,16.3,0,0.01785,423.95,0.5,0.02,10,12,24.5,15,3,2024-04-20
2024-04-20 12:30:00,17.82,60,11.3,15.25,16.25,0,0.0179,413.05,0.5,0.02,10,12,34.5,15,3,2024-04-20
2024-04-20 12:40:00,17.61,59.95,11.65,15.5,16.5,0,0.01795,418.95,0.5,0.021,10,12,44.5,15,3,2024-04-20
2024-04-20 12:50:00,17.34,60,12.35,16.1,17.15,0,0.02025,419.85,0.5,0.031,10,12,54.5,15,3,2024-04-20
2024-04-20 13:00:00,16.975,61.1,12.5,16.2,17.2,0,0.0231,428.7,0.5,0.026,10,13,4.5,15,3,2024-04-20
2024-04-20 13:10:00,17.235,60.5,12,15.85,16.85,0,0.0176,430,0.5,0.02,10,13,14.5,15,3,2024-04-20
2024-04-20 13:20:00,17.53,59.7,11.5,15.45,16.45,0,0.0172,426.55,0.5,0.0205,10,13,24.5,15,3,2024-04-20
2024-04-20 13:30:00,17.72,59.8,12.1,15.95,16.95,0,0.0186,426.45,0.5,0.027,10,13,34.5,15,3,2024-04-20
2024-04-20 13:40:00,17.43,60.5,12.4,16.05,17.05,0,0.0221,428.65,0.5,0.0355,10,13,44.5,15,3,2024-04-20
2024-04-20 13:50:00,17.235,60.5,12.6,16.1,17.1,0,0.01975,431.9,0.5,0.0205,10,13,54.5,15,3,2024-04-20
2024-04-20 14:00:00,17.25,60.85,12.6,16.25,17.25,0,0.02005,432.45,0.5,0.0275,10,14,4.5,15,3,2024-04-20
2024-04-20 14:10:00,17.28,60.75,12.2,16.05,17.05,0,0.0182,434.55,0.5,0.0215,10,14,14.5,15,3,2024-04-20
2024-04-20 14:20:00,17.405,60.85,12.4,16.1,17.15,0,0.01855,433.85,0.5,0.0265,10,14,24.5,15,3,2024-04-20
2024-04-20 14:30:00,17.43,61.55,12.1,15.8,16.8,0,0.0208,437.4,0.5,0.023,10,14,34.5,15,3,2024-04-20
2024-04-20 14:40:00,17.24,62.05,13.5,16.7,17.7,0,0.0215,438,0.5,0.0245,10,14,44.5,15,3,2024-04-20
2024-04-20 14:50:00,17.085,62.4,13.55,16.8,17.85,0,0.0202,435.95,0.5,0.026,10,14,54.5,15,3,2024-04-20
2024-04-20 15:00:00,17.45,61.65,13.05,16.5,17.55,0,0.01745,439.9,0.5,0.0245,10,15,4.5,15,3,2024-04-20
2024-04-20 15:10:00,17.835,61.05,12.5,16.1,17.1,0,0.01745,432.55,0.5,0.02,10,15,14.5,15,3,2024-04-20
2024-04-20 15:20:00,17.915,60.65,12.45,16.1,17.1,0,0.01755,423.4,0.5,0.025,10,15,24.5,15,3,2024-04-20
2024-04-20 15:30:00,17.725,61.2,13.65,16.85,17.85,0,0.02015,433.7,0.5,0.027,10,15,34.5,15,3,2024-04-20
2024-04-20 15:40:00,17.31,62.2,12.75,16.2,17.2,0,0.02275,436.35,0.5,0.0265,10,15,44.5,15,3,2024-04-20
2024-04-20 15:50:00,17.01,62,14.7,17.8,19.35,0,0.0182,438.4,0.5,0.0215,10,15,54.5,15,3,2024-04-20
2024-04-20 16:00:00,17.1,61.85,16.1,19.3,21.95,0,0.01855,444.25,0.5,0.021,10,16,4.5,15,3,2024-04-20
2024-04-20 16:10:00,17.31,61,14.4,17.5,18.7,0,0.01715,444.05,0.5,0.021,10,16,14.5,15,3,2024-04-20
2024-04-20 16:20:00,17.285,60.25,14.25,17.35,18.5,0,0.01725,442.65,0.5,0.026,10,16,24.5,15,3,2024-04-20
2024-04-20 16:30:00,16.97,60.1,14.5,17.65,19.3,0,0.01795,439.05,0.5,0.0325,10,16,34.5,15,3,2024-04-20
2024-04-20 16:40:00,16.865,59.55,13.1,16.5,17.5,0,0.01745,438.8,0.5,0.0325,10,16,44.5,15,3,2024-04-20
2024-04-20 16:50:00,16.61,59.05,12.1,15.95,16.95,0,0.01685,434.1,0.5,0.0275,10,16,54.5,15,3,2024-04-20
2024-04-20 17:00:00,16.675,56.35,11.45,15.4,16.4,0,0.0139,436.8,0.5,0.021,10,17,4.5,15,3,2024-04-20
2024-04-20 17:10:00,16.465,56.5,11.15,14.75,15.75,0,0.01635,432.45,0.5,0.0275,10,17,14.5,15,3,2024-04-20
2024-04-20 17:20:00,16.33,55.85,10.6,13.65,14.85,0,0.0162,432.45,0.5,0.021,10,17,24.5,15,3,2024-04-20
2024-04-20 17:30:00,16.085,55.75,10.55,13.6,14.8,0,0.01685,428.85,0.5,0.027,10,17,34.5,15,3,2024-04-20
2024-04-20 17:40:00,15.855,56,10.6,13.9,15.1,0,0.0173,426.55,0.5,0.022,10,17,44.5,15,3,2024-04-20
2024-04-20 17:50:00,15.67,56.3,9.3,12.3,13.95,0,0.018,422.3,0.5,0.026,10,17,54.5,15,3,2024-04-20
2024-04-20 18:00:00,15.52,55.25,9.95,12.95,14.45,0,0.0165,422.75,0.5,0.022,10,18,4.5,15,3,2024-04-20
2024-04-20 18:10:00,15.395,54.7,10.9,14.65,15.75,0,0.0163,422.25,0.5,0.0205,10,18,14.5,15,3,2024-04-20
2024-04-20 18:20:00,15.17,55.4,11,14.45,15.45,0,0.01745,424.5,0.5,0.0225,10,18,24.5,15,3,2024-04-20
2024-04-20 18:30:00,14.76,54.7,10.5,13.6,14.8,0,0.0169,415.55,0.5,0.021,10,18,34.5,15,3,2024-04-20
2024-04-20 18:40:00,14.28,54.6,10.9,14.25,15.4,0,0.01825,409.9,0.5,0.0365,10,18,44.5,15,3,2024-04-20
2024-04-20 18:50:00,14.1,55.6,11.05,14.65,15.65,0,0.0186,411.9,0.5,0.02,10,18,54.5,15,3,2024-04-20
2024-04-20 19:00:00,14.03,55.15,10.8,14.25,15.35,0,0.017,415.35,0.5,0.021,10,19,4.5,15,3,2024-04-20
2024-04-20 19:10:00,13.535,55.65,11,14.55,15.7,0,0.01915,409.35,0.5,0.031,10,19,14.5,15,3,2024-04-20
2024-04-20 19:20:00,12.84,57.45,12.55,16.05,17.35,0,0.0221,408.65,0.5,0.02,10,19,24.5,15,3,2024-04-20
2024-04-20 19:30:00,12.245,58.95,11,14.45,15.45,0,0.0222,408.6,0.5,0.0215,10,19,34.5,15,3,2024-04-20
2024-04-20 19:40:00,11.705,59.65,12.05,15.6,16.6,0,0.02025,409.25,0.5,0.02,10,19,44.5,15,3,2024-04-20
2024-04-20 19:50:00,11.385,60.4,12.8,16.25,17.25,0,0.0196,412.85,0.5,0.02,10,19,54.5,15,3,2024-04-20
2024-04-20 20:00:00,11.155,61.6,13.3,16.55,17.65,0,0.02105,418,0.5,0.02,10,20,4.5,15,3,2024-04-20
2024-04-20 20:10:00,10.93,62.1,14.55,18.05,19.85,0.6,0.0207,423.25,0.5,0.02,10,20,14.5,15,3,2024-04-20
2024-04-20 20:20:00,10.665,63,13,16.5,17.7,1.95,0.0209,424.65,0.5,0.02,10,20,24.5,15,3,2024-04-20
2024-04-20 20:30:00,10.395,63.7,14,17.2,18.45,3,0.0207,427.45,0.5,0.02,10,20,34.5,15,3,2024-04-20
2024-04-20 20:40:00,10.14,64.75,14.15,17.65,18.85,3,0.02165,430.3,0.5,0.02,10,20,44.5,15,3,2024-04-20
2024-04-20 20:50:00,10,66,13.65,17.45,18.8,2.3,0.02105,429.95,0.5,0.02,10,20,54.5,15,3,2024-04-20
2024-04-20 21:00:00,10.11,65.95,11.25,14.55,15.6,0.3,0.01825,434.5,0.5,0.02,10,21,4.5,15,3,2024-04-20
2024-04-20 21:10:00,10.225,64.55,14.4,18.55,20.25,0.05,0.0169,439.3,0.5,0.0205,10,21,14.5,15,3,2024-04-20
2024-04-20 21:20:00,10.275,65.15,33.3,41.35,46.2,1.4,0.0192,448.8,0.5,0.02,10,21,24.5,15,3,2024-04-20
2024-04-20 21:30:00,10.075,65.85,30.55,37.9,42.3,3,0.02055,454.2,0.5,0.02,10,21,34.5,15,3,2024-04-20
2024-04-20 21:40:00,9.825,66.7,36.9,45.4,50.9,3,0.02135,449.5,0.5,0.02,10,21,44.5,15,3,2024-04-20
2024-04-20 21:50:00,9.62,66.75,24.1,29.85,33.15,3,0.0193,449.15,0.5,0.0205,10,21,54.5,15,3,2024-04-20
2024-04-20 22:00:00,9.36,67.35,20.55,25.5,28.25,3,0.02065,453.65,0.5,0.0205,10,22,4.5,15,3,2024-04-20
2024-04-20 22:10:00,9.13,67.3,14.85,17.95,19.65,3,0.0189,448.85,0.5,0.02,10,22,14.5,15,3,2024-04-20
2024-04-20 22:20:00,8.945,66.55,14.95,18.8,20.4,3,0.01955,452.5,0.5,0.03,10,22,24.5,15,3,2024-04-20
2024-04-20 22:30:00,8.845,66.8,12.4,16.15,17.15,3,0.018,458.05,0.5,0.0215,10,22,34.5,15,3,2024-04-20
2024-04-20 22:40:00,8.675,67.95,15.4,19.2,21,3,0.0245,462.45,0.5,0.028,10,22,44.5,15,3,2024-04-20
2024-04-20 22:50:00,8.49,67.8,16.1,19.7,21.6,3,0.0212,458.6,0.5,0.0245,10,22,54.5,15,3,2024-04-20
2024-04-20 23:00:00,8.31,68.85,18.1,21.9,24.05,3,0.02305,468.6,0.5,0.02,10,23,4.5,15,3,2024-04-20
2024-04-20 23:10:00,8.11,70.15,17.35,21.9,24.1,3,0.0235,473.75,0.5,0.02,10,23,14.5,15,3,2024-04-20
2024-04-20 23:20:00,7.935,71,17.45,22.1,24.25,3,0.0246,478.5,0.5,0.02,10,23,24.5,15,3,2024-04-20
2024-04-20 23:30:00,7.8,69.6,17.85,22.3,24.55,3,0.02035,473.8,0.5,0.02,10,23,34.5,15,3,2024-04-20
2024-04-20 23:40:00,7.705,67.15,17.55,22.2,24.35,1.3,0.0175,468.85,0.5,0.02,10,23,44.5,15,3,2024-04-20
2024-04-20 23:50:00,7.57894736842105,64.0526315789474,15.3684210526316,18.6842105263158,20.3684210526316,0.157894736842105,0.0161052631578947,466.473684210526,0.5,0.02,10,23,54.2631578947368,14.2105263157895,3,2024-04-20
2024-04-21,7.5,62.5,14.9,17.9,19.1,0.3,0.0167,462.1,0.5,0.021,10,0,7,15,3,2024-04-21
2024-04-21 00:10:00,7.43,62.35,15.7,18.7,20.85,0,0.0172,464.05,0.5,0.02,10,0,14.5,15,3,2024-04-21
2024-04-21 00:20:00,7.23,62.9,14.9,17.95,19.45,0,0.01805,463.3,0.5,0.021,10,0,24.5,15,3,2024-04-21
2024-04-21 00:30:00,7.01,64.4,15.2,18.75,20.75,0,0.02185,466.45,0.5,0.0205,10,0,34.5,15,3,2024-04-21
2024-04-21 00:40:00,6.81,64.55,13.75,16.95,18,0,0.0199,463.85,0.5,0.0205,10,0,44.5,15,3,2024-04-21
2024-04-21 00:50:00,6.63,64.6,13.1,16.5,17.5,0,0.0194,465.45,0.5,0.02,10,0,54.5,15,3,2024-04-21
2024-04-21 01:00:00,6.52,65.15,15,18,19.7,0,0.021,470.4,0.5,0.02,10,1,4.5,15,3,2024-04-21
2024-04-21 01:10:00,6.345,66.75,15.45,18.45,20.65,0,0.0237,480.05,0.5,0.02,10,1,14.5,15,3,2024-04-21
2024-04-21 01:20:00,6.055,66.25,14.95,17.95,19.6,0,0.02405,471.15,0.5,0.02,10,1,24.5,15,3,2024-04-21
2024-04-21 01:30:00,5.815,67.3,14.55,17.65,18.95,0,0.0252,466.7,0.5,0.02,10,1,34.5,15,3,2024-04-21
2024-04-21 01:40:00,5.565,68.45,15,18,19.45,0,0.0229,464.55,0.5,0.02,10,1,44.5,15,3,2024-04-21
2024-04-21 01:50:00,5.39,69.05,14.45,17.45,18.45,0,0.0217,462.7,0.5,0.02,10,1,54.5,15,3,2024-04-21
2024-04-21 02:00:00,5.255,69.3,14.35,17.4,18.5,0,0.02055,464.1,0.5,0.02,10,2,4.5,15,3,2024-04-21
2024-04-21 02:10:00,5.205,68.95,15.05,18.1,19.75,0,0.018,458.95,0.5,0.02,10,2,14.5,15,3,2024-04-21
2024-04-21 02:20:00,5.22,68.9,14.9,17.9,19.6,0,0.0188,464.9,0.5,0.02,10,2,24.5,15,3,2024-04-21
2024-04-21 02:30:00,5.225,69.1,15.65,18.65,20.95,0,0.02075,473,0.5,0.02,10,2,34.5,15,3,2024-04-21
2024-04-21 02:40:00,5.105,70,16.4,19.45,22.2,0,0.02095,477.25,0.5,0.02,10,2,44.5,15,3,2024-04-21
2024-04-21 02:50:00,4.97,69.7,15,18,19.3,0,0.0202,475.75,0.5,0.02,10,2,54.5,15,3,2024-04-21
2024-04-21 03:00:00,4.885,70,14.5,17.55,18.75,0,0.01955,473.85,0.5,0.02,10,3,4.5,15,3,2024-04-21
2024-04-21 03:10:00,4.795,69.75,14.6,17.65,18.9,0,0.019,473.8,0.5,0.02,10,3,14.5,15,3,2024-04-21
2024-04-21 03:20:00,4.67,70.1,14.85,17.9,19.5,0,0.0192,472.9,0.5,0.02,10,3,24.5,15,3,2024-04-21
2024-04-21 03:30:00,4.495,70.85,15.45,18.45,20.4,0,0.0197,469.85,0.5,0.02,10,3,34.5,15,3,2024-04-21
2024-04-21 03:40:00,4.395,71,14.8,17.85,19.3,0,0.02045,468.2,0.5,0.02,10,3,44.5,15,3,2024-04-21
2024-04-21 03:50:00,4.32,71,14.6,17.75,19.4,0,0.02065,471.95,0.5,0.02,10,3,54.5,15,3,2024-04-21
2024-04-21 04:00:00,4.255,71.1,14.65,17.65,18.85,0,0.02005,472.2,0.5,0.02,10,4,4.5,15,3,2024-04-21
2024-04-21 04:10:00,4.2,71,16.45,19.85,22.4,0,0.0182,471,0.5,0.02,10,4,14.5,15,3,2024-04-21
2024-04-21 04:20:00,4.2,71.2,16.95,21,23.4,0,0.0193,474.7,0.5,0.02,10,4,24.5,15,3,2024-04-21
2024-04-21 04:30:00,4.22,71.35,16.1,19.2,21.8,0,0.0185,478.3,0.5,0.02,10,4,34.5,15,3,2024-04-21
2024-04-21 04:40:00,4.175,71.95,16.8,20.65,23.2,0,0.0193,478.95,0.5,0.02,10,4,44.5,15,3,2024-04-21
2024-04-21 04:50:00,4.14,71,16.25,19.35,22.1,0,0.018,476.45,0.5,0.02,10,4,54.5,15,3,2024-04-21
2024-04-21 05:00:00,4.1,71.65,15.45,18.45,20.4,0,0.018,477.85,0.5,0.02,10,5,4.5,15,3,2024-04-21
2024-04-21 05:10:00,4.085,71.95,14.55,17.6,18.85,0,0.018,476.4,0.5,0.02,10,5,14.5,15,3,2024-04-21
2024-04-21 05:20:00,4.035,72,15.45,18.45,20.3,0,0.018,475.25,0.5,0.02,10,5,24.5,15,3,2024-04-21
2024-04-21 05:30:00,4.005,72,15.2,18.25,20.25,0,0.018,477.15,0.5,0.02,10,5,34.5,15,3,2024-04-21
2024-04-21 05:40:00,4.03,72,15.5,18.6,20.25,0,0.018,479.05,0.5,0.02,10,5,44.5,15,3,2024-04-21
2024-04-21 05:50:00,4.06,72.2,15.45,18.75,20.45,0,0.018,480.75,0.5,0.02,10,5,54.5,15,3,2024-04-21
2024-04-21 06:00:00,4.085,72.3,15.25,18.25,19.95,0,0.018,484.1,0.5,0.02,10,6,4.5,15,3,2024-04-21
2024-04-21 06:10:00,4.02,73,15.4,18.4,20.45,0,0.018,483.05,0.5,0.02,10,6,14.5,15,3,2024-04-21
2024-04-21 06:20:00,4.045,73,22.75,28,31.05,0,0.018,483.85,0.5,0.02,10,6,24.5,15,3,2024-04-21
2024-04-21 06:30:00,4.1,73,32.6,40.4,45.25,0,0.0189,484.6,0.5,0.02,10,6,34.5,15,3,2024-04-21
2024-04-21 06:40:00,4.23,73,23.95,29.6,32.55,0,0.018,480.95,0.5,0.02,10,6,44.5,15,3,2024-04-21
2024-04-21 06:50:00,4.55,72.5,18.25,23.15,25.2,0,0.018,476.45,0.5,0.02,10,6,54.5,15,3,2024-04-21
2024-04-21 07:00:00,5.54,70,17.4,21.95,24.15,0,0.0171,455,0.5,0.02,10,7,4.5,15,3,2024-04-21
2024-04-21 07:10:00,7.035,66.1,17.6,22.6,24.6,0,0.0157,438.55,0.5,0.02,10,7,14.5,15,3,2024-04-21
2024-04-21 07:20:00,8.75,63.6,17.6,22.6,24.6,0,0.01485,430.6,0.5,0.02,10,7,24.5,15,3,2024-04-21
2024-04-21 07:30:00,10.735,60,16.9,20.5,23.15,0,0.013,420.3,0.5,0.02,10,7,34.5,15,3,2024-04-21
2024-04-21 07:40:00,12.545,57.3,17,20.85,23.35,0,0.013,409.85,0.5,0.02,10,7,44.5,15,3,2024-04-21
2024-04-21 07:50:00,14.355,54.65,16.6,20.2,22.7,0,0.0127,407.85,0.5,0.02,10,7,54.5,15,3,2024-04-21
2024-04-21 08:00:00,15.72,52.65,14.9,17.9,19.45,0,0.01355,407.45,0.5,0.02,10,8,4.5,15,3,2024-04-21
2024-04-21 08:10:00,16.455,51.85,16.1,19.15,21.5,0,0.0155,407.45,0.5,0.02,10,8,14.5,15,3,2024-04-21
2024-04-21 08:20:00,17.29,50.7,14.9,18.25,20.25,0,0.0148,407.05,0.5,0.02,10,8,24.5,15,3,2024-04-21
2024-04-21 08:30:00,18.465,48.75,11.7,15.45,16.45,0,0.01275,404.2,0.5,0.02,10,8,34.5,15,3,2024-04-21
